noun	verb	case	frequency
student	confuse	abstract	67
student	impart	abstract	66
student	define	abstract	60
student	rely	abstract	58
student	commit	abstract	56
student	conclude	abstract	51
student	approve	abstract	48
student	elicit	abstract	47
student	clarify	abstract	46
student	seem	abstract	44
student	imply	abstract	44
student	love	abstract	43
student	convey	abstract	42
student	prove	abstract	42
student	impose	abstract	42
student	predict	abstract	41
student	impress	abstract	39
student	solve	abstract	37
student	insist	abstract	36
student	deem	abstract	35
student	excite	abstract	34
student	inhibit	abstract	34
student	devise	abstract	33
student	verify	abstract	33
student	imagine	abstract	31
student	exceed	abstract	30
student	differ	abstract	29
student	cope	abstract	29
student	forget	abstract	28
student	entail	abstract	26
student	hate	abstract	26
student	incur	abstract	26
student	blame	abstract	26
student	dominate	abstract	26
student	render	abstract	26
student	wonder	abstract	24
student	alienate	abstract	24
student	trust	abstract	24
student	prohibit	abstract	22
student	resolve	abstract	22
student	await	abstract	21
student	forbid	abstract	21
student	preclude	abstract	20
student	promise	abstract	20
student	exploit	abstract	19
student	devote	abstract	19
student	entice	abstract	19
student	commend	abstract	19
student	simplify	abstract	18
student	visit	concrete	1945
student	show	concrete	1252
student	write	concrete	717
student	lead	concrete	628
student	raise	concrete	507
student	build	concrete	416
student	talk	concrete	408
student	cover	concrete	354
student	treat	concrete	282
student	serve	concrete	260
student	speak	concrete	260
student	draw	concrete	258
student	reach	concrete	230
student	call	concrete	193
student	check	concrete	170
student	watch	concrete	97
student	drive	concrete	74
student	handle	concrete	71
student	push	concrete	71
student	rise	concrete	71
student	sign	concrete	55
student	carry	concrete	51
student	launch	concrete	47
student	catch	concrete	44
student	fall	concrete	43
student	tackle	concrete	40
student	kill	concrete	38
student	pick	concrete	36
student	furnish	concrete	35
student	steer	concrete	34
student	stand	concrete	26
student	drop	concrete	25
student	feed	concrete	25
student	fight	concrete	24
student	split	concrete	24
student	pack	concrete	24
student	vote	concrete	22
student	throw	concrete	21
student	switch	concrete	20
student	walk	concrete	20
student	beat	concrete	19
student	strike	concrete	18
student	sharpen	concrete	16
student	pull	concrete	15
student	sing	concrete	14
student	break	concrete	14
student	dance	concrete	13
student	shoot	concrete	13
student	touch	concrete	11
student	lock	concrete	10
student	blow	concrete	10
student	wrestle	concrete	9
student	slam	concrete	9
student	lift	concrete	9
student	roll	concrete	8
student	cook	concrete	7
student	escort	concrete	7
student	cast	concrete	7
student	sound	concrete	7
student	cross	concrete	6
student	drag	concrete	6
student	unlock	concrete	6
student	applaud	concrete	6
student	carve	concrete	6
student	paint	concrete	5
student	stick	concrete	5
student	shout	concrete	5
student	juggle	concrete	5
student	steal	concrete	5
student	hunt	concrete	5
student	stir	concrete	5
student	blend	concrete	5
student	rake	concrete	4
student	screw	concrete	4
student	tear	concrete	4
student	step	concrete	4
student	usher	concrete	4
student	kick	concrete	4
student	burn	concrete	4
student	shake	concrete	4
student	forge	concrete	4
student	moan	concrete	4
student	tire	concrete	3
student	shed	concrete	3
student	swim	concrete	3
student	strangle	concrete	3
student	bake	concrete	3
student	fold	concrete	3
student	convict	concrete	3
student	slip	concrete	3
student	dive	concrete	3
student	freeze	concrete	3
student	dump	concrete	3
student	console	concrete	3
student	squeeze	concrete	3
student	smoke	concrete	2
student	scissor	concrete	2
student	piss	concrete	2
student	brush	concrete	2
student	clamp	concrete	2
studio	develop	abstract	50
studio	comprise	abstract	48
studio	want	abstract	47
studio	become	abstract	42
studio	know	abstract	36
studio	need	abstract	31
studio	manage	abstract	31
studio	consist	abstract	26
studio	require	abstract	21
studio	enable	abstract	18
studio	consider	abstract	13
studio	prefer	abstract	12
studio	afford	abstract	12
studio	await	abstract	11
studio	expect	abstract	10
studio	welcome	abstract	10
studio	ensure	abstract	9
studio	convince	abstract	8
studio	love	abstract	8
studio	vary	abstract	7
studio	hope	abstract	6
studio	relate	abstract	6
studio	remain	abstract	5
studio	utilize	abstract	5
studio	hate	abstract	5
studio	believe	abstract	4
studio	wish	abstract	4
studio	suggest	abstract	4
studio	improve	abstract	4
studio	affect	abstract	4
studio	situate	abstract	4
studio	reduce	abstract	4
studio	blame	abstract	4
studio	persuade	abstract	4
studio	happen	abstract	3
studio	wonder	abstract	3
studio	decide	abstract	3
studio	explain	abstract	3
studio	forget	abstract	3
studio	motivate	abstract	3
studio	dominate	abstract	3
studio	depict	abstract	3
studio	stay	abstract	3
studio	commit	abstract	3
studio	imagine	abstract	2
studio	occur	abstract	2
studio	appease	abstract	2
studio	astound	abstract	2
studio	evolve	abstract	2
studio	excite	abstract	2
studio	derive	abstract	2
studio	devote	abstract	2
studio	advise	abstract	2
studio	inherit	abstract	2
studio	engage	abstract	2
studio	undercut	abstract	2
studio	promise	abstract	2
studio	render	abstract	2
studio	confirm	abstract	2
studio	disown	abstract	1
studio	differ	abstract	1
studio	outdo	abstract	1
studio	inspire	abstract	1
studio	assume	abstract	1
studio	seem	abstract	1
studio	cope	abstract	1
studio	pervade	abstract	1
studio	doubt	abstract	1
studio	maximize	abstract	1
studio	compel	abstract	1
studio	prove	abstract	1
studio	evaluate	abstract	1
studio	defy	abstract	1
studio	laud	abstract	1
studio	violate	abstract	1
studio	simplify	abstract	1
studio	annoy	abstract	1
studio	impose	abstract	1
studio	infringe	abstract	1
studio	bewilder	abstract	1
studio	amaze	abstract	1
studio	devise	abstract	1
studio	admire	abstract	1
studio	conceive	abstract	1
studio	loathe	abstract	1
studio	trust	abstract	1
studio	rebuke	abstract	1
studio	renew	abstract	1
studio	conduct	abstract	1
studio	glorify	abstract	1
studio	solve	abstract	1
studio	pretend	abstract	1
studio	soothe	abstract	1
studio	dabble	abstract	1
studio	would	abstract	0
studio	idealize	abstract	0
studio	zing	abstract	0
studio	avail	abstract	0
studio	could	abstract	0
studio	moralize	abstract	0
studio	build	concrete	231
studio	visit	concrete	197
studio	call	concrete	52
studio	furnish	concrete	28
studio	lead	concrete	26
studio	draw	concrete	25
studio	cover	concrete	20
studio	show	concrete	19
studio	shoot	concrete	18
studio	write	concrete	15
studio	fight	concrete	15
studio	carry	concrete	11
studio	blow	concrete	11
studio	spin	concrete	10
studio	talk	concrete	9
studio	sound	concrete	7
studio	weave	concrete	6
studio	reach	concrete	6
studio	drive	concrete	5
studio	paint	concrete	4
studio	stand	concrete	4
studio	watch	concrete	3
studio	shed	concrete	3
studio	sing	concrete	3
studio	dance	concrete	3
studio	push	concrete	3
studio	walk	concrete	3
studio	etch	concrete	3
studio	rise	concrete	3
studio	treat	concrete	3
studio	sweep	concrete	3
studio	break	concrete	3
studio	speak	concrete	3
studio	lock	concrete	2
studio	cross	concrete	2
studio	drop	concrete	2
studio	feed	concrete	2
studio	burn	concrete	2
studio	catch	concrete	2
studio	check	concrete	2
studio	switch	concrete	2
studio	split	concrete	2
studio	cast	concrete	2
studio	pack	concrete	2
studio	pick	concrete	2
studio	raise	concrete	2
studio	serve	concrete	2
studio	drench	concrete	2
studio	launch	concrete	2
studio	handle	concrete	1
studio	step	concrete	1
studio	swim	concrete	1
studio	stall	concrete	1
studio	scream	concrete	1
studio	bake	concrete	1
studio	unplug	concrete	1
studio	drag	concrete	1
studio	fold	concrete	1
studio	float	concrete	1
studio	shake	concrete	1
studio	fall	concrete	1
studio	juggle	concrete	1
studio	throw	concrete	1
studio	dive	concrete	1
studio	collide	concrete	1
studio	resume	concrete	1
studio	wipe	concrete	1
studio	pull	concrete	1
studio	kill	concrete	1
studio	bend	concrete	1
studio	snatch	concrete	1
studio	swap	concrete	1
studio	bulldoze	concrete	1
studio	thatch	concrete	1
studio	applaud	concrete	1
studio	stir	concrete	1
studio	squeeze	concrete	1
studio	giggle	concrete	1
studio	embalm	concrete	1
studio	comb	concrete	0
studio	tire	concrete	0
studio	smoke	concrete	0
studio	nail	concrete	0
studio	scissor	concrete	0
studio	blinking	concrete	0
studio	rake	concrete	0
studio	screw	concrete	0
studio	firebomb	concrete	0
studio	handcuff	concrete	0
studio	leaves	concrete	0
studio	skating	concrete	0
studio	vomit	concrete	0
studio	piss	concrete	0
studio	slap	concrete	0
studio	buckle	concrete	0
studio	spit	concrete	0
studio	caulk	concrete	0
studio	sandbag	concrete	0
studio	whip	concrete	0
studio	eave	concrete	0
sultan	become	abstract	6
sultan	embitter	abstract	1
sultan	persuade	abstract	1
sultan	depict	abstract	1
sultan	soothe	abstract	1
sultan	would	abstract	0
sultan	idealize	abstract	0
sultan	zing	abstract	0
sultan	hope	abstract	0
sultan	avail	abstract	0
sultan	could	abstract	0
sultan	moralize	abstract	0
sultan	suppose	abstract	0
sultan	deserved	abstract	0
sultan	trusting	abstract	0
sultan	belong	abstract	0
sultan	ought	abstract	0
sultan	prevail	abstract	0
sultan	distrust	abstract	0
sultan	justify	abstract	0
sultan	accustom	abstract	0
sultan	were	abstract	0
sultan	assuming	abstract	0
sultan	meant	abstract	0
sultan	redefine	abstract	0
sultan	acquaint	abstract	0
sultan	imposing	abstract	0
sultan	aspire	abstract	0
sultan	imagine	abstract	0
sultan	should	abstract	0
sultan	await	abstract	0
sultan	believe	abstract	0
sultan	causing	abstract	0
sultan	inspired	abstract	0
sultan	behoove	abstract	0
sultan	disown	abstract	0
sultan	valued	abstract	0
sultan	differ	abstract	0
sultan	estrange	abstract	0
sultan	fooling	abstract	0
sultan	instill	abstract	0
sultan	knowing	abstract	0
sultan	outdo	abstract	0
sultan	smitten	abstract	0
sultan	limiting	abstract	0
sultan	accrue	abstract	0
sultan	becomes	abstract	0
sultan	deduce	abstract	0
sultan	forsaken	abstract	0
sultan	implore	abstract	0
sultan	assuring	abstract	0
sultan	pertain	abstract	0
sultan	prefer	abstract	0
sultan	renounce	abstract	0
sultan	knew	abstract	0
sultan	degrade	abstract	0
sultan	deign	abstract	0
sultan	deprave	abstract	0
sultan	freeing	abstract	0
sultan	invoke	abstract	0
sultan	oppress	abstract	0
sultan	oversell	abstract	0
sultan	preclude	abstract	0
sultan	reasoned	abstract	0
sultan	outthink	abstract	0
sultan	becoming	abstract	0
sultan	behold	abstract	0
sultan	coping	abstract	0
sultan	humanize	abstract	0
sultan	abide	abstract	0
sultan	blamed	abstract	0
sultan	consider	abstract	0
sultan	deceive	abstract	0
sultan	ensure	abstract	0
sultan	exploit	abstract	0
sultan	feeling	abstract	0
sultan	forgo	abstract	0
sultan	know	abstract	0
sultan	offend	abstract	0
sultan	reassert	abstract	0
sultan	sanctify	abstract	0
sultan	deserve	abstract	0
sultan	endear	abstract	0
sultan	envy	abstract	0
sultan	hoped	abstract	0
sultan	need	abstract	0
sultan	revel	abstract	0
sultan	astonish	abstract	0
sultan	dislike	abstract	0
sultan	legalize	abstract	0
sultan	revalue	abstract	0
sultan	theorize	abstract	0
sultan	worsen	abstract	0
sultan	dignify	abstract	0
sultan	fancied	abstract	0
sultan	informed	abstract	0
sultan	intend	abstract	0
sultan	befall	abstract	0
sultan	convey	abstract	0
sultan	engaging	abstract	0
sultan	break	concrete	3
sultan	show	concrete	1
sultan	serve	concrete	1
sultan	comb	concrete	0
sultan	tire	concrete	0
sultan	smoke	concrete	0
sultan	nail	concrete	0
sultan	scissor	concrete	0
sultan	blinking	concrete	0
sultan	rake	concrete	0
sultan	screw	concrete	0
sultan	firebomb	concrete	0
sultan	handcuff	concrete	0
sultan	paint	concrete	0
sultan	leaves	concrete	0
sultan	skating	concrete	0
sultan	vomit	concrete	0
sultan	piss	concrete	0
sultan	slap	concrete	0
sultan	buckle	concrete	0
sultan	spit	concrete	0
sultan	caulk	concrete	0
sultan	sandbag	concrete	0
sultan	whip	concrete	0
sultan	eave	concrete	0
sultan	smack	concrete	0
sultan	snowshoe	concrete	0
sultan	spout	concrete	0
sultan	barge	concrete	0
sultan	legging	concrete	0
sultan	crochet	concrete	0
sultan	lock	concrete	0
sultan	sprout	concrete	0
sultan	chisel	concrete	0
sultan	meth	concrete	0
sultan	seal	concrete	0
sultan	stoop	concrete	0
sultan	sign	concrete	0
sultan	drool	concrete	0
sultan	peel	concrete	0
sultan	watch	concrete	0
sultan	drawing	concrete	0
sultan	puke	concrete	0
sultan	sail	concrete	0
sultan	stick	concrete	0
sultan	handle	concrete	0
sultan	skate	concrete	0
sultan	tear	concrete	0
sultan	shed	concrete	0
sultan	brush	concrete	0
sultan	step	concrete	0
sultan	swing	concrete	0
sultan	weep	concrete	0
sultan	clamp	concrete	0
sultan	dial	concrete	0
sultan	dunk	concrete	0
sultan	honk	concrete	0
sultan	jump	concrete	0
sultan	kissing	concrete	0
sultan	lick	concrete	0
sultan	spike	concrete	0
sultan	bodysurf	concrete	0
sultan	crank	concrete	0
sultan	ditch	concrete	0
sultan	painted	concrete	0
sultan	rivet	concrete	0
sultan	crying	concrete	0
sultan	kiss	concrete	0
sultan	salute	concrete	0
sultan	slide	concrete	0
sultan	crawling	concrete	0
sultan	urinate	concrete	0
sultan	yawn	concrete	0
sultan	bite	concrete	0
sultan	cross	concrete	0
sultan	punching	concrete	0
sultan	sleep	concrete	0
sultan	washing	concrete	0
sultan	locked	concrete	0
sultan	swim	concrete	0
sultan	goggle	concrete	0
sultan	dropkick	concrete	0
sultan	floss	concrete	0
sultan	knit	concrete	0
sultan	shelve	concrete	0
sultan	stomp	concrete	0
sultan	bleed	concrete	0
sultan	chime	concrete	0
sultan	tapping	concrete	0
sultan	blink	concrete	0
sultan	boiling	concrete	0
sultan	carjack	concrete	0
sultan	snore	concrete	0
sultan	curl	concrete	0
sultan	flooding	concrete	0
sultan	kneeling	concrete	0
sultan	usher	concrete	0
sultan	lodging	concrete	0
sultan	stall	concrete	0
sultan	wash	concrete	0
surface	reduce	abstract	183
surface	improve	abstract	130
surface	affect	abstract	92
surface	require	abstract	70
surface	ensure	abstract	69
surface	define	abstract	56
surface	occur	abstract	43
surface	develop	abstract	39
surface	know	abstract	38
surface	consider	abstract	35
surface	render	abstract	35
surface	need	abstract	34
surface	depend	abstract	27
surface	vary	abstract	27
surface	predict	abstract	27
surface	evaluate	abstract	25
surface	suggest	abstract	23
surface	relate	abstract	23
surface	derive	abstract	22
surface	enable	abstract	22
surface	expect	abstract	20
surface	conduct	abstract	20
surface	intend	abstract	18
surface	comprise	abstract	18
surface	dominate	abstract	16
surface	regain	abstract	14
surface	want	abstract	14
surface	manage	abstract	14
surface	differ	abstract	13
surface	quantify	abstract	11
surface	remain	abstract	11
surface	depict	abstract	11
surface	assume	abstract	10
surface	regulate	abstract	9
surface	exploit	abstract	8
surface	resolve	abstract	8
surface	rely	abstract	7
surface	explain	abstract	7
surface	solve	abstract	7
surface	become	abstract	6
surface	enrich	abstract	6
surface	denote	abstract	6
surface	confirm	abstract	6
surface	infer	abstract	6
surface	imagine	abstract	5
surface	degrade	abstract	5
surface	convey	abstract	5
surface	cope	abstract	5
surface	conserve	abstract	5
surface	confuse	abstract	5
surface	consist	abstract	5
surface	engage	abstract	5
surface	believe	abstract	4
surface	prefer	abstract	4
surface	perceive	abstract	4
